L1_orig,L2_orig,L3_orig,tuple_orig,L1_edit,L1_chg,L2_edit,L2_chg,L3_edit,L3_chg
Maragua,MurangÃ¢â‚¬â„¢A,Kenya,"('Maragua', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Maragua,FALSE,Murang`a,TRUE,Kenya,FALSE
Mariakani,Mombasa,Kenya,"('Mariakani', 'Mombasa', 'Kenya')",Mariakani,FALSE,Mombasa,FALSE,Kenya,FALSE
Marial Bai,Nairobi,Kenya,"('Marial Bai', 'Nairobi', 'Kenya')",Marial Bai,FALSE,Nairobi,FALSE,Kenya,FALSE
Marialba,Nairobi,Kenya,"('Marialba', 'Nairobi', 'Kenya')",Marialba,FALSE,Nairobi,FALSE,Kenya,FALSE
Marikiti,Marikiti,Kenya,"('Marikiti', 'Marikiti', 'Kenya')",Marikiti,FALSE,Marikiti,FALSE,Kenya,FALSE
Marunda,Kitale,Kenya,"('Marunda', 'Kitale', 'Kenya')",Marunda,FALSE,Kitale,FALSE,Kenya,FALSE
Masaai Logde Rongai,Nairobi,Kenya,"('Masaai Logde Rongai', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Masaai Mall,Nairobi,Kenya,"('Masaai Mall', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Maseno,Kisumu,Kenya,"('Maseno', 'Kisumu', 'Kenya')",Maseno,FALSE,Kisumu,FALSE,Kenya,FALSE
Maseno,Nairobi,Kenya,"('Maseno', 'Nairobi', 'Kenya')",Maseno,FALSE,Nairobi,FALSE,Kenya,FALSE
Maseno,Vihiga,Kenya,"('Maseno', 'Vihiga', 'Kenya')",Maseno,FALSE,Vihiga,FALSE,Kenya,FALSE
Mashinari,Kinangop,Kenya,"('Mashinari', 'Kinangop', 'Kenya')",Mashinari,FALSE,Kinangop,FALSE,Kenya,FALSE
Masii,Machakos,Kenya,"('Masii', 'Machakos', 'Kenya')",Masii,FALSE,Machakos,FALSE,Kenya,FALSE
Masii,Masii,Kenya,"('Masii', 'Masii', 'Kenya')",Masii,FALSE,Masii,FALSE,Kenya,FALSE
Masimba,Nairobi,Kenya,"('Masimba', 'Nairobi', 'Kenya')",Masimba,FALSE,Nairobi,FALSE,Kenya,FALSE
Masimba Junction,Nairobi,Kenya,"('Masimba Junction', 'Nairobi', 'Kenya')",Masimba,TRUE,Nairobi,FALSE,Kenya,FALSE
Masinga,Machakos,Kenya,"('Masinga', 'Machakos', 'Kenya')",Masinga,FALSE,Machakos,FALSE,Kenya,FALSE
Masinga,Nairobi,Kenya,"('Masinga', 'Nairobi', 'Kenya')",Masinga,FALSE,Nairobi,FALSE,Kenya,FALSE
Masogo,Kisumu,Kenya,"('Masogo', 'Kisumu', 'Kenya')",Masogo,FALSE,Kisumu,FALSE,Kenya,FALSE
Masogo,Nairobi,Kenya,"('Masogo', 'Nairobi', 'Kenya')",Masogo,FALSE,Nairobi,FALSE,Kenya,FALSE
Masosa,Nairobi,Kenya,"('Masosa', 'Nairobi', 'Kenya')",Nyamira,TRUE,Nairobi,FALSE,Kenya,FALSE
masosa,Nyamira,Kenya,"('masosa', 'Nyamira', 'Kenya')",Nyamira,TRUE,Nyamira,FALSE,Kenya,FALSE
Masosa,Nyamira,Kenya,"('Masosa', 'Nyamira', 'Kenya')",Nyamira,TRUE,Nyamira,FALSE,Kenya,FALSE
Masosi,Nyamira,Kenya,"('Masosi', 'Nyamira', 'Kenya')",Masosi,FALSE,Nyamira,FALSE,Kenya,FALSE
Mataos,Mataos,Kenya,"('Mataos', 'Mataos', 'Kenya')",Mataos,FALSE,Mataos,FALSE,Kenya,FALSE
Matassia Ngong,Nairobi,Kenya,"('Matassia Ngong', 'Nairobi', 'Kenya')",Matasia,TRUE,Nairobi,FALSE,Kenya,FALSE
Matayo,Busia,Kenya,"('Matayo', 'Busia', 'Kenya')",Matayos,TRUE,Busia,FALSE,Kenya,FALSE
Matayos,Busia,Kenya,"('Matayos', 'Busia', 'Kenya')",Matayos,FALSE,Busia,FALSE,Kenya,FALSE
Matayos,Nairobi,Kenya,"('Matayos', 'Nairobi', 'Kenya')",Matayos,FALSE,Nairobi,FALSE,Kenya,FALSE
Maternal Grandmother,Rumuruti,Kenya,"('Maternal Grandmother', 'Rumuruti', 'Kenya')",-15,TRUE,Rumuruti,FALSE,Kenya,FALSE
Mathare,Kiambu,Kenya,"('Mathare', 'Kiambu', 'Kenya')",Mathare,FALSE,Kiambu,FALSE,Kenya,FALSE
Mathare,Nairobi,Kenya,"('Mathare', 'Nairobi', 'Kenya')",Mathare,FALSE,Nairobi,FALSE,Kenya,FALSE
Mathioya,MurangÃ¢â‚¬â„¢A,Kenya,"('Mathioya', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Murang`a,TRUE,Murang`a,TRUE,Kenya,FALSE
Matinyani,Kitui,Kenya,"('Matinyani', 'Kitui', 'Kenya')",Matinyani,FALSE,Kitui,FALSE,Kenya,FALSE
Matinyani,Nairobi,Kenya,"('Matinyani', 'Nairobi', 'Kenya')",Matinyani,FALSE,Nairobi,FALSE,Kenya,FALSE
Matisi,Kitale,Kenya,"('Matisi', 'Kitale', 'Kenya')",Matisi,FALSE,Kitale,FALSE,Kenya,FALSE
Matopeni,Nairobi,Kenya,"('Matopeni', 'Nairobi', 'Kenya')",Matopeni,FALSE,Nairobi,FALSE,Kenya,FALSE
Matopeni Nairobi,Matopeni Nairobi,Kenya,"('Matopeni Nairobi', 'Matopeni Nairobi', 'Kenya')",Matopeni,TRUE,Nairobi,TRUE,Kenya,FALSE
Matunda,Eldoret,Kenya,"('Matunda', 'Eldoret', 'Kenya')",Matunda,FALSE,Eldoret,FALSE,Kenya,FALSE
Matunda,Nairobi,Kenya,"('Matunda', 'Nairobi', 'Kenya')",Matunda,FALSE,Nairobi,FALSE,Kenya,FALSE
Matungu,Kakamega Town,Kenya,"('Matungu', 'Kakamega Town', 'Kenya')",Matungu,FALSE,Kakamega,TRUE,Kenya,FALSE
Matungu,Nairobi,Kenya,"('Matungu', 'Nairobi', 'Kenya')",Matungu,FALSE,Nairobi,FALSE,Kenya,FALSE
matuu,machakos,Kenya,"('matuu', 'machakos', 'Kenya')",Matungu,TRUE,Machakos,FALSE,Kenya,FALSE
Matuu,Machakos,Kenya,"('Matuu', 'Machakos', 'Kenya')",Matuu,FALSE,Machakos,FALSE,Kenya,FALSE
Matuu,Nairobi,Kenya,"('Matuu', 'Nairobi', 'Kenya')",Matuu,FALSE,Nairobi,FALSE,Kenya,FALSE
Maua,Kangeta,Kenya,"('Maua', 'Kangeta', 'Kenya')",Maua,FALSE,Kangeta,FALSE,Kenya,FALSE
Maua,Maua,Kenya,"('Maua', 'Maua', 'Kenya')",Maua,FALSE,Maua,FALSE,Kenya,FALSE
Mayenje,Kakamega,Kenya,"('Mayenje', 'Kakamega', 'Kenya')",Mayenje,FALSE,Kakamega,FALSE,Kenya,FALSE
Mayenje,Nairobi,Kenya,"('Mayenje', 'Nairobi', 'Kenya')",Mayenje,FALSE,Nairobi,FALSE,Kenya,FALSE
Mayenje (Mumias),Kakamega,Kenya,"('Mayenje (Mumias)', 'Kakamega', 'Kenya')",Mumias,TRUE,Kakamega,FALSE,Kenya,FALSE
Mayenje( Mumias),Kakamega,Kenya,"('Mayenje( Mumias)', 'Kakamega', 'Kenya')",Mumias,TRUE,Kakamega,FALSE,Kenya,FALSE
Maza,Maza,Kenya,"('Maza', 'Maza', 'Kenya')",Maza,FALSE,Maza,FALSE,Kenya,FALSE
Mbale,Kakamega,Kenya,"('Mbale', 'Kakamega', 'Kenya')",Mbale,FALSE,Kakamega,FALSE,Kenya,FALSE
Mbale,Mbale,Kenya,"('Mbale', 'Mbale', 'Kenya')",Mbale,FALSE,Mbale,FALSE,Kenya,FALSE
mbale,Mbale,Kenya,"('mbale', 'Mbale', 'Kenya')",Mbale,FALSE,Mbale,FALSE,Kenya,FALSE
Mbale,Nairobi,Kenya,"('Mbale', 'Nairobi', 'Kenya')",Mbale,FALSE,Nairobi,FALSE,Kenya,FALSE
Mbale Town,Kakamega,Kenya,"('Mbale Town', 'Kakamega', 'Kenya')",Mbale,TRUE,Kakamega,FALSE,Kenya,FALSE
Mbita,Kisumu,Kenya,"('Mbita', 'Kisumu', 'Kenya')",Mbita,FALSE,Kisumu,FALSE,Kenya,FALSE
Mbita,Nairobi,Kenya,"('Mbita', 'Nairobi', 'Kenya')",Mbita,FALSE,Nairobi,FALSE,Kenya,FALSE
Mbooni,Makueni,Kenya,"('Mbooni', 'Makueni', 'Kenya')",Mbooni,FALSE,Makueni,FALSE,Kenya,FALSE
Mbooni,Wote,Kenya,"('Mbooni', 'Wote', 'Kenya')",Mbooni,FALSE,Wote,FALSE,Kenya,FALSE
Mbooni ( Makueni),Nairobi,Kenya,"('Mbooni ( Makueni)', 'Nairobi', 'Kenya')",Mbooni,TRUE,Nairobi,FALSE,Kenya,FALSE
Mbotera,Nairobi,Kenya,"('Mbotera', 'Nairobi', 'Kenya')",Mbotela,TRUE,Nairobi,FALSE,Kenya,FALSE
Mbumbo,Mbale,Kenya,"('Mbumbo', 'Mbale', 'Kenya')",Mbumbo,FALSE,Mbale,FALSE,Kenya,FALSE
Mbuyuni,Arusha,Kenya,"('Mbuyuni', 'Arusha', 'Kenya')",Mbuyuni,FALSE,Arusha,FALSE,Kenya,FALSE
Mbuyuni,Nairobi,Kenya,"('Mbuyuni', 'Nairobi', 'Kenya')",Mbuyuni,FALSE,Nairobi,FALSE,Kenya,FALSE
Meru,Meru,Kenya,"('Meru', 'Meru', 'Kenya')",Meru,FALSE,Meru,FALSE,Kenya,FALSE
Meru,Tharakanithi,Kenya,"('Meru', 'Tharakanithi', 'Kenya')",Meru,FALSE,Tharaka-Nithi,TRUE,Kenya,FALSE
Meru Town,Meru Town,Kenya,"('Meru Town', 'Meru Town', 'Kenya')",Meru Town,FALSE,Meru Town,FALSE,Kenya,FALSE
Michatha,Kinamba,Kenya,"('Michatha', 'Kinamba', 'Kenya')",Michatha,FALSE,Kinamba,FALSE,Kenya,FALSE
Michatha,Nairobi,Kenya,"('Michatha', 'Nairobi', 'Kenya')",Michatha,FALSE,Nairobi,FALSE,Kenya,FALSE
Midika Rongai,Nairobi,Kenya,"('Midika Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Migori,Migori,Kenya,"('Migori', 'Migori', 'Kenya')",Migori,FALSE,Migori,FALSE,Kenya,FALSE
Migori Town,Migori Town,Kenya,"('Migori Town', 'Migori Town', 'Kenya')",Migori Town,FALSE,Migori Town,FALSE,Kenya,FALSE
migosi,Kisumu,Kenya,"('migosi', 'Kisumu', 'Kenya')",Migosi,FALSE,Kisumu,FALSE,Kenya,FALSE
Migosi,Kisumu,Kenya,"('Migosi', 'Kisumu', 'Kenya')",Migosi,FALSE,Kisumu,FALSE,Kenya,FALSE
Miguana,Nairobi,Kenya,"('Miguana', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Miguani,Kitui,Kenya,"('Miguani', 'Kitui', 'Kenya')",Migwani,TRUE,Kitui,FALSE,Kenya,FALSE
Mihang'O,Nairobi,Kenya,"(""Mihang'O"", 'Nairobi', 'Kenya')",Mihango,TRUE,Nairobi,FALSE,Kenya,FALSE
Mijikenda,Garisa,Kenya,"('Mijikenda', 'Garisa', 'Kenya')",-19,TRUE,Garissa,TRUE,Kenya,FALSE
Mikai,Oyugis,Kenya,"('Mikai', 'Oyugis', 'Kenya')",Mikai,FALSE,Oyugis,FALSE,Kenya,FALSE
Mikai Oyugis,Nairobi,Kenya,"('Mikai Oyugis', 'Nairobi', 'Kenya')",Kit-Mikayi,TRUE,Nairobi,FALSE,Kenya,FALSE
Milembe,Bukavu,Kenya,"('Milembe', 'Bukavu', 'Kenya')",Milembe,FALSE,Bukavu,FALSE,Kenya,FALSE
Milimani,Kisumu,Kenya,"('Milimani', 'Kisumu', 'Kenya')",Milimani,FALSE,Kisumu,FALSE,Kenya,FALSE
Minembwe,Bukavu,Kenya,"('Minembwe', 'Bukavu', 'Kenya')",Minembwe,FALSE,Bukavu,FALSE,Kenya,FALSE
Minembwe,Madegu,Kenya,"('Minembwe', 'Madegu', 'Kenya')",Minembwe,FALSE,Madegu,FALSE,Kenya,FALSE
Minembwe,Minembwe,Kenya,"('Minembwe', 'Minembwe', 'Kenya')",Minembwe,FALSE,Minembwe,FALSE,Kenya,FALSE
Minembwe,Nairobi,Kenya,"('Minembwe', 'Nairobi', 'Kenya')",Minembwe,FALSE,Nairobi,FALSE,Kenya,FALSE
Minembwe,Uvira,Kenya,"('Minembwe', 'Uvira', 'Kenya')",Minembwe,FALSE,Uvira,FALSE,Kenya,FALSE
Minnesota,Minnesota,Kenya,"('Minnesota', 'Minnesota', 'Kenya')",Minnesota,FALSE,Minnesota,FALSE,United States,TRUE
Mirembe,Mirembe,Kenya,"('Mirembe', 'Mirembe', 'Kenya')",-19,TRUE,-19,TRUE,Kenya,FALSE
Misakwane,Machakos,Kenya,"('Misakwane', 'Machakos', 'Kenya')",Misakwane,FALSE,Machakos,FALSE,Kenya,FALSE
Misakwane,Misakwane,Kenya,"('Misakwane', 'Misakwane', 'Kenya')",Misakwane,FALSE,Misakwane,FALSE,Kenya,FALSE
Misakwanw Misakwane,Nairobi,Kenya,"('Misakwanw Misakwane', 'Nairobi', 'Kenya')",Misakwane,TRUE,Nairobi,FALSE,Kenya,FALSE
Mitini,Kitui,Kenya,"('Mitini', 'Kitui', 'Kenya')",Mitini,FALSE,Kitui,FALSE,Kenya,FALSE
Mkang'Ombe,Mombasa,Kenya,"(""Mkang'Ombe"", 'Mombasa', 'Kenya')",-19,TRUE,Mombasa,FALSE,Kenya,FALSE
Mkilo,Mombasa,Kenya,"('Mkilo', 'Mombasa', 'Kenya')",-19,TRUE,Mombasa,FALSE,Kenya,FALSE
Mkomani,Mombasa,Kenya,"('Mkomani', 'Mombasa', 'Kenya')",Mkomani,FALSE,Mombasa,FALSE,Kenya,FALSE
Mkorowaine,Mkorowaine,Kenya,"('Mkorowaine', 'Mkorowaine', 'Kenya')",Mkorowaine,FALSE,Mkorowaine,FALSE,Kenya,FALSE
Mkorowaine,Nairobi,Kenya,"('Mkorowaine', 'Nairobi', 'Kenya')",Mkorowaine,FALSE,Nairobi,FALSE,Kenya,FALSE
Mkuru Kwa Njenga,Nairobi,Kenya,"('Mkuru Kwa Njenga', 'Nairobi', 'Kenya')",Mukuru Kwa Njenga,TRUE,Nairobi,FALSE,Kenya,FALSE
mlaha,Siaya,Kenya,"('mlaha', 'Siaya', 'Kenya')",-19,TRUE,Siaya,FALSE,Kenya,FALSE
Mlolongo,Machakos,Kenya,"('Mlolongo', 'Machakos', 'Kenya')",Mlolongo,FALSE,Machakos,FALSE,Kenya,FALSE
Mlolongo,Nairobi,Kenya,"('Mlolongo', 'Nairobi', 'Kenya')",Mlolongo,FALSE,Nairobi,FALSE,Kenya,FALSE
Mnarani,Kilifi,Kenya,"('Mnarani', 'Kilifi', 'Kenya')",Mnarani,FALSE,Kilifi,FALSE,Kenya,FALSE
Moi Avenue( Cbd),Nairobi,Kenya,"('Moi Avenue( Cbd)', 'Nairobi', 'Kenya')",Central Business District,TRUE,Nairobi,FALSE,Kenya,FALSE
Moi Barracks,Eldoret,Kenya,"('Moi Barracks', 'Eldoret', 'Kenya')",Moi Barracks,FALSE,Eldoret,FALSE,Kenya,FALSE
Moi'S Bridge,Eldoret,Kenya,"(""Moi'S Bridge"", 'Eldoret', 'Kenya')",Moi'S Bridge,FALSE,Eldoret,FALSE,Kenya,FALSE
moi's bridge,Kitale,Kenya,"(""moi's bridge"", 'Kitale', 'Kenya')",Moi'S Bridge,FALSE,Kitale,FALSE,Kenya,FALSE
Moi'S Bridge,Kitale,Kenya,"(""Moi'S Bridge"", 'Kitale', 'Kenya')",Moi'S Bridge,FALSE,Kitale,FALSE,Kenya,FALSE
Moi'S Bridge,Moi'S Bridge,Kenya,"(""Moi'S Bridge"", ""Moi'S Bridge"", 'Kenya')",Moi'S Bridge,FALSE,Moi'S Bridge,FALSE,Kenya,FALSE
Moi'S Bridge,Nairobi,Kenya,"(""Moi'S Bridge"", 'Nairobi', 'Kenya')",Moi'S Bridge,FALSE,Nairobi,FALSE,Kenya,FALSE
Mokoine,Kisii,Kenya,"('Mokoine', 'Kisii', 'Kenya')",Mokoine,FALSE,Kisii,FALSE,Kenya,FALSE
Mokoine,Mokoine,Kenya,"('Mokoine', 'Mokoine', 'Kenya')",Mokoine,FALSE,Mokoine,FALSE,Kenya,FALSE
Mokoine,Nairobi,Kenya,"('Mokoine', 'Nairobi', 'Kenya')",Mokoine,FALSE,Nairobi,FALSE,Kenya,FALSE
Mokoromoji,Nairobi,Kenya,"('Mokoromoji', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Molo,Nairobi,Kenya,"('Molo', 'Nairobi', 'Kenya')",Molo,FALSE,Nairobi,FALSE,Kenya,FALSE
Molo,Nakuru,Kenya,"('Molo', 'Nakuru', 'Kenya')",Molo,FALSE,Nakuru,FALSE,Kenya,FALSE
Mombasa,Mombasa,Kenya,"('Mombasa', 'Mombasa', 'Kenya')",Mombasa,FALSE,Mombasa,FALSE,Kenya,FALSE
Mombasa,Msambweni,Kenya,"('Mombasa', 'Msambweni', 'Kenya')",Mombasa,FALSE,Msambweni,FALSE,Kenya,FALSE
Mombasa,Nairobi,Kenya,"('Mombasa', 'Nairobi', 'Kenya')",Mombasa,FALSE,Nairobi,FALSE,Kenya,FALSE
Mombasa Old Town,Mombasa,Kenya,"('Mombasa Old Town', 'Mombasa', 'Kenya')",Mombasa,TRUE,Mombasa,FALSE,Kenya,FALSE
Mombasa Road,Mombasa,Kenya,"('Mombasa Road', 'Mombasa', 'Kenya')",Mombasa,TRUE,Mombasa,FALSE,Kenya,FALSE
Mombasa Road,Nairobi,Kenya,"('Mombasa Road', 'Nairobi', 'Kenya')",Mombasa,TRUE,Nairobi,FALSE,Kenya,FALSE
Montreal,MontrÃ£Â©Al,Kenya,"('Montreal', 'MontrÃ£Â©Al', 'Kenya')",Montreal,FALSE,Montreal,TRUE,Kenya,FALSE
Moruga,Nyamira,Kenya,"('Moruga', 'Nyamira', 'Kenya')",Moruga,FALSE,Nyamira,FALSE,Canada,TRUE
moruga,nyamira,Kenya,"('moruga', 'nyamira', 'Kenya')",Moruga,FALSE,Nyamira,FALSE,Kenya,FALSE
Mosque,Nairobi,Kenya,"('Mosque', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Mother,Kakamega,Kenya,"('Mother', 'Kakamega', 'Kenya')",-15,TRUE,Kakamega,FALSE,Kenya,FALSE
Msalaba,Nairobi,Kenya,"('Msalaba', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Msalaba(Kawangware),Nairobi,Kenya,"('Msalaba(Kawangware)', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Msambweni,Mombasa,Kenya,"('Msambweni', 'Mombasa', 'Kenya')",Msambweni,FALSE,Mombasa,FALSE,Kenya,FALSE
Mtitowandei,Makueni,Kenya,"('Mtitowandei', 'Makueni', 'Kenya')",Mtito Andei,TRUE,Makueni,FALSE,Kenya,FALSE
Mtongwe,Kwale,Kenya,"('Mtongwe', 'Kwale', 'Kenya')",Mtongwe,FALSE,Kwale,FALSE,Kenya,FALSE
mtwapa,Mombasa,Kenya,"('mtwapa', 'Mombasa', 'Kenya')",Mtwapa,FALSE,Mombasa,FALSE,Kenya,FALSE
Mtwapa,Mombasa,Kenya,"('Mtwapa', 'Mombasa', 'Kenya')",Mtwapa,FALSE,Mombasa,FALSE,Kenya,FALSE
Mtwapa,Nairobi,Kenya,"('Mtwapa', 'Nairobi', 'Kenya')",Mtwapa,FALSE,Nairobi,FALSE,Kenya,FALSE
Mua,Machakos,Kenya,"('Mua', 'Machakos', 'Kenya')",Mua,FALSE,Machakos,FALSE,Kenya,FALSE
Mua,Nairobi,Kenya,"('Mua', 'Nairobi', 'Kenya')",Mua,FALSE,Nairobi,FALSE,Kenya,FALSE
Muchonoke,Embu,Kenya,"('Muchonoke', 'Embu', 'Kenya')",Muchonoke,FALSE,Embu,FALSE,Kenya,FALSE
Muchonoke,Nairobi,Kenya,"('Muchonoke', 'Nairobi', 'Kenya')",Muchonoke,FALSE,Nairobi,FALSE,Kenya,FALSE
mugendi,kayole,Kenya,"('mugendi', 'kayole', 'Kenya')",Mugendi,FALSE,Kayole,FALSE,Kenya,FALSE
Mugendi,Kayole,Kenya,"('Mugendi', 'Kayole', 'Kenya')",Mugendi,FALSE,Kayole,FALSE,Kenya,FALSE
Mugendi,Nairobi,Kenya,"('Mugendi', 'Nairobi', 'Kenya')",Mugendi,FALSE,Nairobi,FALSE,Kenya,FALSE
Mugendi (Kayole),Nairobi,Kenya,"('Mugendi (Kayole)', 'Nairobi', 'Kenya')",Mugendi,TRUE,Nairobi,FALSE,Kenya,FALSE
Mugendi Chief'S Camp,Nairobi,Kenya,"(""Mugendi Chief'S Camp"", 'Nairobi', 'Kenya')",Mugendi,TRUE,Nairobi,FALSE,Kenya,FALSE
Mugendi Chiefs Camp,Nairobi,Kenya,"('Mugendi Chiefs Camp', 'Nairobi', 'Kenya')",Mugendi,TRUE,Nairobi,FALSE,Kenya,FALSE
Mugeti,Uvira,Kenya,"('Mugeti', 'Uvira', 'Kenya')",Mugeti,FALSE,Uvira,FALSE,Kenya,FALSE
Mugono,Uvira,Kenya,"('Mugono', 'Uvira', 'Kenya')",Mugono,FALSE,Uvira,FALSE,Kenya,FALSE
Mukaro,MurangÃ¢â‚¬â„¢A,Kenya,"('Mukaro', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Mukaro,FALSE,Murang`a,TRUE,Kenya,FALSE
Mukaro,Nyeri,Kenya,"('Mukaro', 'Nyeri', 'Kenya')",Mukaro,FALSE,Nyeri,FALSE,Kenya,FALSE
Mukeo,Kinangop,Kenya,"('Mukeo', 'Kinangop', 'Kenya')",Mukeo,FALSE,Kinangop,FALSE,Kenya,FALSE
Mukeo ( Kinangop),Nairobi,Kenya,"('Mukeo ( Kinangop)', 'Nairobi', 'Kenya')",Mukeo,TRUE,Nairobi,FALSE,Kenya,FALSE
Mukono,Kampala,Kenya,"('Mukono', 'Kampala', 'Kenya')",Mukono,FALSE,Kampala,FALSE,Kenya,FALSE
Mukumoni,Nyamira,Kenya,"('Mukumoni', 'Nyamira', 'Kenya')",-19,TRUE,Nyamira,FALSE,Kenya,FALSE
Mukuyu,Nyeri,Kenya,"('Mukuyu', 'Nyeri', 'Kenya')",Mukuyu,FALSE,Nyeri,FALSE,Kenya,FALSE
Mulamba,Meru,Kenya,"('Mulamba', 'Meru', 'Kenya')",Mulamba,FALSE,Meru,FALSE,Kenya,FALSE
Multimedia,Nairobi,Kenya,"('Multimedia', 'Nairobi', 'Kenya')",-15,TRUE,Nairobi,FALSE,Kenya,FALSE
Mumias,Kakamega,Kenya,"('Mumias', 'Kakamega', 'Kenya')",Mumias,FALSE,Kakamega,FALSE,Kenya,FALSE
Mumias,Kisumu,Kenya,"('Mumias', 'Kisumu', 'Kenya')",Mumias,FALSE,Kisumu,FALSE,Kenya,FALSE
Mumias,Mumias,Kenya,"('Mumias', 'Mumias', 'Kenya')",Mumias,FALSE,Mumias,FALSE,Kenya,FALSE
Mumias,Nairobi,Kenya,"('Mumias', 'Nairobi', 'Kenya')",Mumias,FALSE,Nairobi,FALSE,Kenya,FALSE
Munaembe Village,Nairobi,Kenya,"('Munaembe Village', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Mungore,Bungoma,Kenya,"('Mungore', 'Bungoma', 'Kenya')",Mungore,FALSE,Bungoma,FALSE,Kenya,FALSE
Munyore,Vihiga,Kenya,"('Munyore', 'Vihiga', 'Kenya')",Munyore,FALSE,Vihiga,FALSE,Kenya,FALSE
Muramba,Funyula,Kenya,"('Muramba', 'Funyula', 'Kenya')",Muramba,FALSE,Funyula,FALSE,Kenya,FALSE
Muramba,Muramba,Kenya,"('Muramba', 'Muramba', 'Kenya')",Muramba,FALSE,Muramba,FALSE,Kenya,FALSE
Muramba,Nairobi,Kenya,"('Muramba', 'Nairobi', 'Kenya')",Muramba,FALSE,Nairobi,FALSE,Kenya,FALSE
Muramba Busia,Funyula,Kenya,"('Muramba Busia', 'Funyula', 'Kenya')",Muramba,TRUE,Funyula,FALSE,Kenya,FALSE
Muramba Funyula,Nairobi,Kenya,"('Muramba Funyula', 'Nairobi', 'Kenya')",Muramba,TRUE,Nairobi,FALSE,Kenya,FALSE
Murang'A,Murang'A,Kenya,"(""Murang'A"", ""Murang'A"", 'Kenya')",Murang'A,FALSE,Murang'A,FALSE,Kenya,FALSE
Murang'A,MurangÃ¢â‚¬â„¢A,Kenya,"(""Murang'A"", 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Murang'A,FALSE,Murang'A,TRUE,Kenya,FALSE
Murang'a,MurangÃ¢â‚¬â„¢a,Kenya,"(""Murang'a"", 'MurangÃ¢â‚¬â„¢a', 'Kenya')",Murang'A,FALSE,Murang'A,TRUE,Kenya,FALSE
Murang'A,Nairobi,Kenya,"(""Murang'A"", 'Nairobi', 'Kenya')",Murang'A,FALSE,Nairobi,FALSE,Kenya,FALSE
Murang'A Town,Murang'A Town,Kenya,"(""Murang'A Town"", ""Murang'A Town"", 'Kenya')",Murang'A Town,FALSE,Murang'A Town,FALSE,Kenya,FALSE
"Murang""A","Murang""A",Kenya,"('Murang""A', 'Murang""A', 'Kenya')","Murang""A",FALSE,Murang`a,TRUE,Kenya,FALSE
Muranga,Muranga,Kenya,"('Muranga', 'Muranga', 'Kenya')",Muranga,FALSE,Muranga,FALSE,Kenya,FALSE
Muranga,MurangÃ¢â‚¬â„¢A,Kenya,"('Muranga', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Muranga,FALSE,Muranga,TRUE,Kenya,FALSE
Muranga,Nairobi,Kenya,"('Muranga', 'Nairobi', 'Kenya')",Muranga,FALSE,Nairobi,FALSE,Kenya,FALSE
Muranga,Thika,Kenya,"('Muranga', 'Thika', 'Kenya')",Muranga,FALSE,Thika,FALSE,Kenya,FALSE
MurangÃ¢â‚¬â„¢A,MurangÃ¢â‚¬â„¢A,Kenya,"('MurangÃ¢â‚¬â„¢A', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Muranga,TRUE,Murang`a,TRUE,Kenya,FALSE
Murunga,Murunga,Kenya,"('Murunga', 'Murunga', 'Kenya')",Murunga,FALSE,Murunga,FALSE,Kenya,FALSE
Muslim,Kawangware,Kenya,"('Muslim', 'Kawangware', 'Kenya')",Kawangware,TRUE,Kawangware,FALSE,Kenya,FALSE
Muslim,Muslim,Kenya,"('Muslim', 'Muslim', 'Kenya')",Kawangware,TRUE,Kawangware,TRUE,Kenya,FALSE
Muslim,Nairobi,Kenya,"('Muslim', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Muslim Area,Nairobi,Kenya,"('Muslim Area', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Muslim Area In Kawangware,Nairobi,Kenya,"('Muslim Area In Kawangware', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Muslim Kawangware,Nairobi,Kenya,"('Muslim Kawangware', 'Nairobi', 'Kenya')",Muslim Kawangware,FALSE,Nairobi,FALSE,Kenya,FALSE
