,ID,ID_ordered,location,dist,azimuth,lat_x,lon_x,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_y,lon_y,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
302,282910,282910.02,"('Ashaiman', 'Accra', 'Ghana')",15.303950420124467,0.0574139719394666,-0.029529,5.694385,206,124.83746544881583,moves200,Ashaiman,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,No,,,POINT (-0.02952900006323489 5.694385000467548),5.694385,-0.029529,Work,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,(No Answer),5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
303,282915,282915.01,"('La', 'Accra', 'Ghana')",14.099548506676465,-1.4917921981081894,-0.1576412999999999,5.5602324,202,190.12560238491253,moves200,La,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Nzema,Fantifan,No,Yes,No,,,POINT (-0.1576412998060732 5.560232399705569),5.5602324,-0.1576412999999999,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,283241,283241.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,266.18128623855193,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),Yes,Gusii,Kikisii,No,Yes,No,257.897760874313,3.011763954792904,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
306,283242,283242.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,7.648639961022602,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kamba,Kikamba,No,Yes,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
308,283247,283247.02,"('Matopeni', 'Nairobi', 'Kenya')",316.2987745001163,2.7179207529677467,34.30972070000001,0.14625,206,316.2987745001163,moves200,Matopeni,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Mhayo,Kihayo,No,Yes,No,0.0,0.0,POINT (34.30972069995045 0.1462500004373055),0.14625,34.30972070000001,Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Education,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,283248,283248.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,261.96541434424176,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Male,Unemployed ,0,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,No,No,0.0,0.0,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
311,283249,283249.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,281.1327902672565,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kamba,Kikamba,No,Yes,No,117.41718125187292,2.8783520460523864,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
312,283257,283257.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,79.32248686409223,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kikuyu,Kikuyu,No,Yes,No,2.6784238558270346,0.0595725863289806,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
314,283264,283264.05,"('Benaco', 'Mwanza', 'Tanzania')",459.95990664094654,-2.8835294101538964,32.9014417,-2.5196915,215,710.0801249626626,moves200,Benaco,Mwanza,Tanzania,Nairobi,Kayole,Rwanda,Female,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),No,Hutu,Kirwanda,Yes,No,Yes,693.7208413920049,2.923998669763292,,,,,,,,,,,,,,,,,,,,,,
317,283277,283277.03,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,211,27.098240105490643,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kikuyu,Kikuyu,No,Yes,Yes,2.528231158027424,0.5454206856655658,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
318,283291,283291.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,243.2950980924016,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kalenjin,Kalenjin,No,Yes,No,1.6622671247887697,0.0330422756257919,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
323,283302,283302.05,"('City Park', 'Nairobi', 'Kenya')",9.6543906397372,3.119995920590028,36.82996989190868,-1.26364715,202,163.71560901538362,moves200,City Park,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Female,Working full-time (formal/informal sector),5,Working full-time (formal/informal sector),Yes,Kamba,Kikamba,No,Yes,No,0.0,0.0,POINT (36.82996989219686 -1.263647150095835),-1.26364715,36.82996989190868,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,283304,283304.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,295.20117933855386,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,No,0.0,0.0,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
326,283305,283305.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,261.96541434424176,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Unemployed ,0,Unemployed,Yes,Luo,Dholuo,No,Yes,No,0.0,0.0,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
327,283320,283320.01,"('Katlehong', 'Alberton', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,965.3102885523822,moves200,Katlehong,Alberton,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Mudau,Xidau,No,Yes,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,(No Answer),4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,283330,283330.03,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,211,391.698862430273,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Luhya,Kiluhya,No,Yes,No,0.0,0.0,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
331,283336,283336.01,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,465.7122299574346,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Male,Other,1,Other (specify),Yes,Zulu,Zulu,No,No,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,(No Answer),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,283337,283337.01,"('Kayole', 'nan', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,226.8717157641574,moves200,Kayole,,Kenya,Nairobi,Kayole,Kenya ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Mkisii,Kisii,No,Yes,No,17.79877770620473,0.0512084393905638,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,283343,283343.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,47.21986671610261,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
336,283350,283350.02,"('Katlehong', 'Alberton', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,206,330.29706030942714,moves200,Katlehong,Alberton,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Tsonga,Xitsonga,No,Yes,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,(No Answer),4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,283354,283354.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,295.409324862372,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Dagaati,Dagaare,No,No,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
338,283365,283365.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,0.0,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Housewife/homemaker,2,Housewife/homemaker,Yes,Kikuyu,Kikuyu,No,No,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
339,283366,283366.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,75.52818053056549,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Agikuyu,Kikuyu,No,Yes,No,53.3417581568942,0.866154591609199,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
340,283367,283367.01,"('Radebe', 'Katlehong', 'South Africa')",1.3694596291792356,-1.8672843840636872,28.1475,-26.3519444,202,551.3634517403929,moves200,Radebe,Katlehong,South Africa,Johannesburg,Katlehong ,Mozambique,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),No,Tsonga,Tsonga,No,Yes,No,,,POINT (28.14750000032484 -26.35194440021388),-26.3519444,28.1475,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,283375,283375.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,316.2987745001163,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kikuyu,Kikuyu,No,Yes,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
343,283377,283377.01,"('Mugendi', 'Kayole', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,244.6704934703621,moves200,Mugendi,Kayole,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kisii,Ekegusii,No,Yes,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,283381,283381.01,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,0.0,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,Zimbabwe,Female,Self-employed (run small business/income generation project),1,Unemployed,No,Ndebele,Ndebele,No,No,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
346,283382,283382.02,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,206,884.002749883642,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,Zimbabwe,Male,Unemployed ,3,Unemployed,No,Shona,Shona,No,Yes,No,15.433887116283245,0.0098751536826637,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,283398,283398.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,246.8298632263189,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kisii,Kisii,No,No,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
350,283412,283412.03,"('Old Fadama', 'Agbogbloshie', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,203.88467861106488,moves200,Old Fadama,Agbogbloshie,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akan,Twi,No,Yes,No,19.44063526343953,5.175585320216415,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,283430,283430.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,941.5691652102628,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Democratic Republic Of The Congo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Nyamlenge,Kinyamlenge,No,Yes,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
355,283432,283432.05,"('Kakuma', 'Turkana', 'Kenya')",509.1592988893928,2.0180525759744525,34.825154,3.753338,215,509.1592988893928,moves200,Kakuma,Turkana,Kenya,Nairobi,Kayole,Uganda,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Acholi,Kiganda,Yes,Yes,No,192.14510893602835,0.0472090820493193,,,,,,,,,,,,,,,,,,,,,,
357,283433,283433.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,261.96541434424176,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,Yes,253.68188898000284,2.755248154717258,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
358,283444,283444.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,925.426433739452,moves200,James Town,Accra,Ghana,Accra,James Town,Niger,Female,Self-employed (run small business/income generation project),2,Other (specify),No,Zabarma,Zabarma ,No,No,No,922.8482096628404,0.1205551724482165,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,283460,283460.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,249.87633577697036,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,Yes,158.63812682193222,2.4170026224228778,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
361,283461,283461.01,"('Mowe', 'Ikeja', 'Nigeria')",428.2730686850247,0.3337891295136636,3.4365955,6.810724499999999,202,428.934483455272,moves200,Mowe,Ikeja,Nigeria,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Yoruba,Yoruba,No,Yes,No,16.46002485878188,0.0075596599183135,POINT (3.436595500082319 6.810724499935759),6.810724499999999,3.4365955,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,283470,283470.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,93.1550979593387,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Working full-time (formal/informal sector),Yes,Akyem,Twi,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
365,283476,283476.05,"('Bujumbura Camp', 'Kasoa', 'Ghana')",23.839196886492328,-3.0654341658430884,-0.4374909999999999,5.532573,215,392.12842000503935,moves200,Bujumbura Camp,Kasoa,Ghana,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,Yes,No,No,20.30316446105934,0.0184680237270307,,,,,,,,,,,,,,,,,,,,,,
367,283515,283515.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,140.95489683920513,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Ewe,Ewe,No,Yes,No,117.1156999527128,4.062948393618655,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
370,283516,283516.04,"('Festac Town', 'Lagos', 'Nigeria')",400.0705411469616,0.2621912215984435,3.2839374,6.4682727,214,946.0424235301836,moves200,Festac Town,Lagos,Nigeria,Accra,James Town,Nigeria,Male,Doing casual jobs,4,Other (specify),No,Igbo,Yuroba,No,Yes,No,,,POINT (3.283937400290824 6.46827270032486),6.4682727,3.2839374,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
373,283533,283533.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,No,No,0.0,0.0,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
375,283571,283571.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,943.7701541229052,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),No,Efik,Efik,No,No,No,6.840375615182211,0.0007741649198239,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
376,283583,283583.01,"('Legon', 'Accra', 'Ghana')",11.614947656696842,1.2587238805296816,-0.1902700537844038,5.64816685,202,64.29945205512082,moves200,Legon,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Doing casual jobs,2,Doing casual jobs,Yes,Dangme,Dangme,No,No,No,,,POINT (-0.1902700535201234 5.648166850319967),5.64816685,-0.1902700537844038,Education,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,(No Answer),3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,283606,283606.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,924.4038733858584,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Niger,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Zarmaramma,Zamaramma,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
378,283688,283688.01,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,202,52.03895730738191,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya,Female,Self-employed (run small business/income generation project),2,Casual employment/temporary worker,Yes,Kikuyu,Kikuyu,No,Yes,Yes,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
380,283689,283689.02,"('Kayole', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.9169455,-1.2659842,206,244.6704934703621,moves200,Kayole,Nairobi,Kenya,Nairobi,Kayole,Kenya ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kisii,Kisii ,No,No,No,,,POINT (36.91694550003484 -1.265984200310527),-1.2659842,36.9169455,Work,44.0,0.0,4.0,10.0,11.0,2.0,5.0,44.0,(No Answer),73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
