,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_d,lon_d,in_thm,move_count,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,location_out,geometry_out,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
477,280261,280261.0,"('Kakamega', 'Kakamega', 'Kenya')",269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,100,269.3386015035923,moves200,Kakamega,Kakamega,Kenya,Nairobi,Kawangware,Kenya ,Female,Unemployed ,0,Unemployed,Yes,Luhya,Kiluhya,No,Yes,No,0.0,0.0,POINT (34.80154886169078 0.4957104002148753),0.4957104,34.80154886163461,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kaduna', 'Igbo State', 'Nigeria')",POINT (7.853322599858245 10.38253179970292),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
478,280261,280261.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,269.3386015035923,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Unemployed ,0,Unemployed,Yes,Luhya,Kiluhya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
479,280261,280261.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,269.3386015035923,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Unemployed ,0,Unemployed,Yes,Luhya,Kiluhya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
481,280265,280265.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,284.5920935548253,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Lughya,Kilughya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
482,280270,280270.0,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,100,14.8727744293017,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),0,Working part-time (formal/informal sector),Yes,Fanti,Fanti,No,No,No,7.468868076184262,4.805366859577481,POINT (-0.201237599735407 5.557109600128115),5.5571096,-0.2012376,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"('Agogo', 'Kumasi', 'Ghana')",POINT (-1.084729799840318 6.800874599683198),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
483,280270,280270.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,14.8727744293017,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),0,Working part-time (formal/informal sector),Yes,Fanti,Fanti,No,No,No,7.468868076184262,4.805366859577481,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
485,280273,280273.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,12.12622969311407,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),7,Self-employed (run small business/income generation project),No,Fante,Fante,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
486,280285,280285.0,"('Kisii', 'Kisii', 'Kenya')",226.9554167277812,2.9221338783085686,34.75398551201732,-0.73894255,100,406.2648417840893,moves200,Kisii,Kisii,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,No,No,,,POINT (34.753985511922 -0.738942549658816),-0.73894255,34.75398551201732,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kigali', 'Kigali', 'Rwanda')",POINT (30.06150700034777 -1.950851000173373),Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,280285,280285.01,"('Bamburi', 'Mombasa', 'Kenya')",406.2648417840893,-0.6120875328893702,39.7166,-4.0,202,406.2648417840893,moves200,Bamburi,Mombasa,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,No,No,,,POINT (39.71660000009001 -3.999999999999943),-4.0,39.7166,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Asylum Down', 'Accra', 'Ghana')",POINT (-0.202549299610439 5.570932300485367),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,280285,280285.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,406.2648417840893,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
489,280285,280285.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,406.2648417840893,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
495,280307,280307.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,2394.4302434950805,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Democratic Republic Of The Congo,Male,Doing casual jobs,2,Doing casual jobs,No,Mrega,Kidiga,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
497,280312,280312.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,485.1871645287762,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,2,Doing casual jobs,No,Baganda,Kiganda,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
498,280315,280315.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Unemployed ,1,Unemployed,Yes,Lughya,Kilughya,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
500,280316,280316.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,75.38361650600152,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Unemployed ,3,Unemployed,Yes,Maasai,Kimaasai,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
502,280330,280330.01,"('Fafarol', 'Eldoret', 'Kenya')",230.7575268260629,2.353386183866443,35.271548100000004,0.5198329,202,248.58017229350835,moves200,Fafarol,Eldoret,Kenya,Nairobi,Kawangware,Kenya,Male,Unemployed ,3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (35.27154810046466 0.5198329001683533),0.5198329,35.271548100000004,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Bedfordview', 'Johannesburg', 'South Africa')",POINT (28.14249999997509 -26.17638890012756),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,280330,280330.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,248.58017229350835,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Unemployed ,3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
504,280330,280330.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,248.58017229350835,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Unemployed ,3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
506,280337,280337.01,"('Godomey', 'Cotonou', 'Benin')",288.33806571437987,0.2730880018098405,2.3432407000000004,6.385443799999999,202,650.2922082131713,moves200,Godomey,Cotonou,Benin,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,No,No,,,POINT (2.343240699898388 6.385443799891505),6.385443799999999,2.3432407000000004,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Freedom Park', 'Johannesburg', 'South Africa')",POINT (27.23722493838039 -25.56045234989591),Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
507,280337,280337.02,"('Dome', 'Accra', 'Ghana')",7.99421128150076,-2.694112226798355,-0.232884,5.6554227,206,650.2922082131713,moves200,Dome,Accra,Ghana,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,No,No,,,POINT (-0.2328839996967531 5.655422700197562),5.6554227,-0.232884,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Cosmo City', 'Randburg', 'South Africa')",POINT (27.93075660003717 -26.02193499990028),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,280337,280337.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,650.2922082131713,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
509,280337,280337.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,650.2922082131713,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
511,280340,280340.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,343.6660538007669,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Gisu,Kigisu,No,No,No,74.3274522971746,0.1860293505471717,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
512,280406,280406.0,"('Kakamega', 'Kakamega', 'Kenya')",269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,100,269.3386015035923,moves200,Kakamega,Kakamega,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luyha,Kiluyha,No,No,Yes,,,POINT (34.80154886169078 0.4957104002148753),0.4957104,34.80154886163461,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kaduna', 'Igbo State', 'Nigeria')",POINT (7.853322599858245 10.38253179970292),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,280406,280406.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,269.3386015035923,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luyha,Kiluyha,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
515,280446,280446.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,303.8985468539849,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,No,19.30645329915961,0.2229029899803367,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
516,280446,280446.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,303.8985468539849,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,No,19.30645329915961,0.2229029899803367,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
518,280487,280487.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,284.1893777695408,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Luhya,Luhya,No,Yes,No,9.72983643205106,0.0314401433900726,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
519,280566,280566.0,"('Kisii', 'Kisii', 'Kenya')",226.9554167277812,2.9221338783085686,34.75398551201732,-0.73894255,100,226.9554167277812,moves200,Kisii,Kisii,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,Yes,No,34.43835826260894,3.821662572492105,POINT (34.753985511922 -0.738942549658816),-0.73894255,34.75398551201732,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kigali', 'Kigali', 'Rwanda')",POINT (30.06150700034777 -1.950851000173373),Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
520,280566,280566.01,"('Kiritiri', 'Embu', 'Kenya')",112.83545243319182,0.4841894592386766,37.65,-0.6833,202,226.9554167277812,moves200,Kiritiri,Embu,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,Yes,No,34.43835826260894,3.821662572492105,POINT (37.65000000039976 -0.6832999999949152),-0.6833,37.65,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Kigacho', 'Kiambu', 'Kenya')",POINT (36.8156867020798 -1.032076950091152),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521,280566,280566.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,226.9554167277812,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,Yes,No,34.43835826260894,3.821662572492105,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
522,280566,280566.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,226.9554167277812,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,Yes,No,34.43835826260894,3.821662572492105,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
524,280700,280700.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,402.8712033742668,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,2,Unemployed,Yes,Luhya,Luhya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
525,280709,280709.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Unemployed ,0,Unemployed,Yes,Bakisu,Kikisu,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
527,280716,280716.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,303.8985468539849,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luo,Dholuo.,No,No,No,31.95503070567929,0.2912751631904124,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
529,280717,280717.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,303.8985468539849,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Luo,Dholuo,No,Yes,Yes,19.83505632185745,0.0669776357808498,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
531,280720,280720.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,278.3693887577037,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Doing casual jobs,1,Casual employment/temporary worker,Yes,Luhya,Luhya,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
533,280721,280721.01,"('Mathare', 'Nairobi', 'Kenya')",11.321495514295965,0.1082312747451063,36.853064670201896,-1.26475025,202,340.78609692984577,moves200,Mathare,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,2,Doing casual jobs,No,Unabititi,Kiganda,No,No,Yes,,,POINT (36.85306467029829 -1.264750249524354),-1.26475025,36.853064670201896,Housing,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,"('Kimbo', 'Kiambu', 'Kenya')",POINT (36.75118340479037 -1.300769049851738),Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
534,280721,280721.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,340.78609692984577,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,2,Doing casual jobs,No,Unabititi,Kiganda,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
535,280721,280721.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,340.78609692984577,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,2,Doing casual jobs,No,Unabititi,Kiganda,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
537,280722,280722.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,260.3909808796558,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Doing casual jobs,2,Casual employment/temporary worker,Yes,Luhya,Luhya,No,No,Yes,2.3528413805680657,3.4293408369209595,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
